pair,label,split,seed,direction,n,raw_active_n,rejected_n,rejected_active_n,rejected_idle_n,accepted_idle_n,active_n,harm_n,benefit_n,unchanged_n,utility,mean_gain,mean_loss,conditional_gain,conditional_loss,intervention,fallback,harm,benefit,harm_active
mkgw_native_adamf,W-NA,dev_oof,2,head,4276,2583,4246,2553,1693,0,30,8,13,4255,0.0002543837721791237,0.00025452608908226677,1.4231690314313952e-07,0.0837195043781364,7.606838473000808e-05,0.007015902712815715,0.9929840972871843,0.0018709073900841909,0.00304022450888681,0.26666666666666666
mkgw_native_adamf,W-NA,dev_oof,2,tail,4276,3307,4087,3118,969,0,189,49,81,4146,-0.000524862470180727,0.0008108539264938144,0.0013357163966745411,0.04280507888503149,0.11656170024857833,0.04420018709073901,0.955799812909261,0.011459307764265668,0.01894293732460243,0.25925925925925924
mkgw_native_adamf,W-NA,dev_oof,3,head,4276,3486,4241,3451,790,0,35,10,12,4254,8.232309054813808e-06,2.1234288933257613e-05,1.3001979878443812e-05,0.007566484956550795,0.005559646596022572,0.008185219831618335,0.9918147801683816,0.0023386342376052385,0.002806361085126286,0.2857142857142857
mkgw_native_adamf,W-NA,dev_oof,3,tail,4276,3291,3930,2945,985,0,346,80,147,4049,0.0005106403749714865,0.0018430260817144434,0.0013323857067429566,0.05361074507082285,0.07121601602541103,0.08091674462114125,0.9190832553788587,0.018709073900841908,0.03437792329279701,0.23121387283236994
mkgw_native_adamf,W-NA,test,1,head,4274,3871,4236,3833,403,0,38,10,17,4247,-2.450740560461483e-05,2.142508954700695e-05,4.593249515162178e-05,0.005386519571994572,0.01963154842780315,0.008890968647636874,0.9911090313523632,0.002339728591483388,0.0039775386055217596,0.2631578947368421
mkgw_native_adamf,W-NA,test,1,tail,4274,3344,3905,2975,930,0,369,81,150,4043,0.0012964958740377195,0.0032622362400609247,0.001965740366023205,0.09295198460013594,0.10372313980719973,0.08633598502573701,0.913664014974263,0.018951801591015442,0.03509592887225082,0.21951219512195122
mkgw_native_adamf,W-NA,test,2,head,4274,2598,4236,2560,1676,0,38,8,16,4250,4.2881245318527704e-05,4.310196930332509e-05,2.2072398479737803e-07,0.011513613550150716,0.00011792178887799922,0.008890968647636874,0.9911090313523632,0.0018717828731867104,0.003743565746373421,0.21052631578947367
mkgw_native_adamf,W-NA,test,2,tail,4274,3444,4132,3302,830,0,142,37,66,4171,-0.00016163139825285848,0.0004127559392418074,0.000574387337494666,0.02672907400484068,0.06634949947168114,0.033224145999064106,0.9667758540009359,0.008656995788488536,0.01544220870379036,0.2605633802816901
mkgw_native_adamf,W-NA,test,3,head,4274,3581,4228,3535,693,0,46,18,16,4240,-0.000184353755570495,0.000219552037648231,0.00040390579321872603,0.05864783805678371,0.09590518667871305,0.010762751520823585,0.9892372484791764,0.004211511464670099,0.003743565746373421,0.391304347826087
mkgw_native_adamf,W-NA,test,3,tail,4274,3444,3981,3151,830,0,293,81,137,4056,-0.00013536704370859868,0.001976617831409867,0.002111984875118466,0.061664705193034824,0.111439794521683,0.06855404773046327,0.9314459522695367,0.018951801591015442,0.03205428170332241,0.2764505119453925
db15k_native_adamf,D-NA,dev_oof,1,head,7922,1593,7692,1379,6313,16,214,28,132,7762,-5.7498270722708314e-05,0.00021151930526175133,0.00026901757598445965,0.012694363153663592,0.07611275846246034,0.02701338045947993,0.9709669275435496,0.0035344609946983086,0.01666245897500631,0.1308411214953271
db15k_native_adamf,D-NA,dev_oof,1,tail,7922,2714,7735,2558,5177,31,156,20,71,7831,0.000286249180441049,0.00037889146722010463,9.26422867790556e-05,0.04227574934250237,0.036695609793183925,0.019691996970462006,0.9763948497854077,0.0025246149962130774,0.008962383236556425,0.1282051282051282
db15k_native_adamf,D-NA,dev_oof,2,head,7922,1035,7804,956,6848,39,79,17,49,7856,-2.4784416564206057e-05,3.924542222820975e-05,6.40298387924158e-05,0.00634494356922199,0.02983790487726576,0.009972229235041655,0.9851047715223429,0.002145922746781116,0.00618530674072204,0.21518987341772153
db15k_native_adamf,D-NA,dev_oof,2,tail,7922,670,7675,660,7015,237,10,1,3,7918,-6.307560330456794e-05,3.9771600759004074e-08,6.311537490532694e-05,0.00010502354040427676,0.5,0.0012623074981065387,0.9688210047967685,0.00012623074981065388,0.0003786922494319616,0.1
db15k_native_adamf,D-NA,dev_oof,3,head,7922,1818,7360,1270,6090,14,548,99,300,7523,-0.00046708018469579726,0.0003347481525834037,0.000801828337279201,0.008839582882552413,0.06416246553460435,0.06917445089623832,0.9290583186064125,0.012496844231254734,0.03786922494319616,0.18065693430656934
db15k_native_adamf,D-NA,dev_oof,3,tail,7922,4548,7091,3726,3365,9,822,73,347,7502,0.000509266088106939,0.0015745632306601893,0.0010652971425532498,0.035947233179510145,0.11560662963434037,0.10376167634435748,0.8951022469073466,0.009214844736177733,0.043802070184296896,0.08880778588807786
db15k_native_adamf,D-NA,test,1,head,9902,2273,9569,1954,7615,14,319,56,199,9647,-0.0001955428155639094,0.00018458272856871038,0.0003801255441326198,0.009184613961243067,0.06721434175002146,0.03221571399717229,0.9663704302161179,0.005655423146839022,0.02009695011108867,0.1755485893416928
db15k_native_adamf,D-NA,test,1,tail,9902,3718,9665,3505,6160,24,213,23,106,9773,0.00011754667155374359,0.00034992414591981767,0.0002323774743660741,0.03268819710281165,0.10004355439882025,0.021510805897798423,0.9760654413249849,0.002322763078166027,0.010704908099373864,0.107981220657277
db15k_native_adamf,D-NA,test,2,head,9902,1396,9774,1325,8449,57,71,19,47,9836,-6.757238657533295e-05,9.02337428235292e-06,7.659576085768588e-05,0.001901052173273588,0.03991848547435818,0.007170268632599475,0.9870733185215108,0.0019188042819632397,0.004746515855382751,0.2676056338028169
db15k_native_adamf,D-NA,test,2,tail,9902,950,9606,928,8678,274,22,4,13,9885,-5.5008794607441524e-05,4.602613020749739e-05,0.00010103492481493891,0.03505774933189531,0.2501119563793813,0.00222177337911533,0.9701070490809938,0.0004039587962027873,0.0013128660876590588,0.18181818181818182
db15k_native_adamf,D-NA,test,3,head,9902,2553,9098,1763,7335,14,790,151,444,9307,-0.00022934348644584974,0.00045875725785601054,0.0006881007443018604,0.01023111343984283,0.045123003775344506,0.07978186225005049,0.9188042819632397,0.015249444556655221,0.04483942637850939,0.1911392405063291
db15k_native_adamf,D-NA,test,3,tail,9902,5982,8889,4981,3908,12,1001,98,433,9371,0.0003406913004098909,0.0015610074005416533,0.0012203161001317626,0.035697679630862476,0.12330173493372155,0.10109068874974753,0.8976974348616441,0.00989699050696829,0.043728539688951726,0.0979020979020979
